Dr. Jekyll and Mr. Hyde - OBJECT $1C / $9ED9 RAW TRACE

FREEZE       = 3583
END          = 3683
SET_DF       = $74
SET_E0       = $01
TRACE RANGE  = $9ED9-$A17F

Targets:
  $9ED9 = object $1C handler
  $9FDB = phase-1 region
  $A071 = phase-2 region
  $A0FB = phase-3 region
  $9FF4 = known DF&3 phase-selection region
  $C535 = RNG
  $C726 = object queue insertion
  $C6EB = queue consumption
  $C723 = indirect dispatch
  $C759 = handler table

No opcode interpretation is assumed.
PC + raw bytes are the ground truth.

Log file: jekyll_object1C_9ED9_trace.log

Hooks installed.


******************************************************************************
>>> OBJECT $1C HANDLER ENTERED AT $9ED9 - FRAME 3594
******************************************************************************
CPU   : A=06 X=39 Y=01 S=FD P=24
RAM   : $001A=01 $0036=C8 $0037=C9 $0067=15 $007C=00 $0086=00 $0087=0A $008A=08 $0096=29 $0097=2E $0098=19 $009B=1C $009C=D9 $009D=9E $00DF=05 $00E0=D3 $00E1=B5 $0367=00 $036A=B8 $0371=00 $0375=00 $037E=00 $03CD=00 $0434=00 $0436=00 $0437=00 $043C=00 $04BF=00 $048B=00 $07A0=F1 $07B8=F0
STACK : [$01FE]=D0 [$01FF]=D0 [$0100]=00
BYTES : AD 67 03 D0 03 4C

Detailed raw execution trace begins.

f03594 #00012 PC=9F6B BYTES=A2 00 AD 69 03 D0 | A=01 X=39 Y=01 S=FD P=25 | $001A=01 $0036=C8 $0037=C9 $0067=15 $007C=00 $0086=00 $0087=0A $008A=08 $0096=29 $0097=2E $0098=19 $009B=1C $009C=D9 $009D=9E $00DF=05 $00E0=D3 $00E1=B5 $0367=00 $036A=B8 $0371=00 $0375=00 $037E=00 $03CD=00 $0434=00 $0436=00 $0437=00 $043C=00 $04BF=00 $048B=00 $07A0=F1 $07B8=F0 | STACK [$01FE]=D0 [$01FF]=D0 [$0100]=00
f03594 #00013 PC=9F6D BYTES=AD 69 03 D0 06 BD | A=01 X=00 Y=01 S=FD P=27 | $001A=01 $0036=C8 $0037=C9 $0067=15 $007C=00 $0086=00 $0087=0A $008A=08 $0096=29 $0097=2E $0098=19 $009B=1C $009C=D9 $009D=9E $00DF=05 $00E0=D3 $00E1=B5 $0367=00 $036A=B8 $0371=00 $0375=00 $037E=00 $03CD=00 $0434=00 $0436=00 $0437=00 $043C=00 $04BF=00 $048B=00 $07A0=F1 $07B8=F0 | STACK [$01FE]=D0 [$01FF]=D0 [$0100]=00
f03594 #00014 PC=9F70 BYTES=D0 06 BD AB 9F 4C | A=01 X=00 Y=01 S=FD P=25 | $001A=01 $0036=C8 $0037=C9 $0067=15 $007C=00 $0086=00 $0087=0A $008A=08 $0096=29 $0097=2E $0098=19 $009B=1C $009C=D9 $009D=9E $00DF=05 $00E0=D3 $00E1=B5 $0367=00 $036A=B8 $0371=00 $0375=00 $037E=00 $03CD=00 $0434=00 $0436=00 $0437=00 $043C=00 $04BF=00 $048B=00 $07A0=F1 $07B8=F0 | STACK [$01FE]=D0 [$01FF]=D0 [$0100]=00
f03594 #00015 PC=9F78 BYTES=BD C3 9F 9D A0 07 | A=01 X=00 Y=01 S=FD P=25 | $001A=01 $0036=C8 $0037=C9 $0067=15 $007C=00 $0086=00 $0087=0A $008A=08 $0096=29 $0097=2E $0098=19 $009B=1C $009C=D9 $009D=9E $00DF=05 $00E0=D3 $00E1=B5 $0367=00 $036A=B8 $0371=00 $0375=00 $037E=00 $03CD=00 $0434=00 $0436=00 $0437=00 $043C=00 $04BF=00 $048B=00 $07A0=F1 $07B8=F0 | STACK [$01FE]=D0 [$01FF]=D0 [$0100]=00
f03594 #00016 PC=9F7B BYTES=9D A0 07 E8 E0 18 | A=B8 X=00 Y=01 S=FD P=A5 | $001A=01 $0036=C8 $0037=C9 $0067=15 $007C=00 $0086=00 $0087=0A $008A=08 $0096=29 $0097=2E $0098=19 $009B=1C $009C=D9 $009D=9E $00DF=05 $00E0=D3 $00E1=B5 $0367=00 $036A=B8 $0371=00 $0375=00 $037E=00 $03CD=00 $0434=00 $0436=00 $0437=00 $043C=00 $04BF=00 $048B=00 $07A0=F1 $07B8=F0 | STACK [$01FE]=D0 [$01FF]=D0 [$0100]=00
f03594 #00017 PC=9F7E BYTES=E8 E0 18 D0 EA AD | A=B8 X=00 Y=01 S=FD P=A5 | $001A=01 $0036=C8 $0037=C9 $0067=15 $007C=00 $0086=00 $0087=0A $008A=08 $0096=29 $0097=2E $0098=19 $009B=1C $009C=D9 $009D=9E $00DF=05 $00E0=D3 $00E1=B5 $0367=00 $036A=B8 $0371=00 $0375=00 $037E=00 $03CD=00 $0434=00 $0436=00 $0437=00 $043C=00 $04BF=00 $048B=00 $07A0=B8 $07B8=F0 | STACK [$01FE]=D0 [$01FF]=D0 [$0100]=00
f03594 #00018 PC=9F7F BYTES=E0 18 D0 EA AD 6A | A=B8 X=01 Y=01 S=FD P=25 | $001A=01 $0036=C8 $0037=C9 $0067=15 $007C=00 $0086=00 $0087=0A $008A=08 $0096=29 $0097=2E $0098=19 $009B=1C $009C=D9 $009D=9E $00DF=05 $00E0=D3 $00E1=B5 $0367=00 $036A=B8 $0371=00 $0375=00 $037E=00 $03CD=00 $0434=00 $0436=00 $0437=00 $043C=00 $04BF=00 $048B=00 $07A0=B8 $07B8=F0 | STACK [$01FE]=D0 [$01FF]=D0 [$0100]=00
f03594 #00019 PC=9F81 BYTES=D0 EA AD 6A 03 8D | A=B8 X=01 Y=01 S=FD P=A4 | $001A=01 $0036=C8 $0037=C9 $0067=15 $007C=00 $0086=00 $0087=0A $008A=08 $0096=29 $0097=2E $0098=19 $009B=1C $009C=D9 $009D=9E $00DF=05 $00E0=D3 $00E1=B5 $0367=00 $036A=B8 $0371=00 $0375=00 $037E=00 $03CD=00 $0434=00 $0436=00 $0437=00 $043C=00 $04BF=00 $048B=00 $07A0=B8 $07B8=F0 | STACK [$01FE]=D0 [$01FF]=D0 [$0100]=00
f03594 #00020 PC=9F6D BYTES=AD 69 03 D0 06 BD | A=B8 X=01 Y=01 S=FD P=A4 | $001A=01 $0036=C8 $0037=C9 $0067=15 $007C=00 $0086=00 $0087=0A $008A=08 $0096=29 $0097=2E $0098=19 $009B=1C $009C=D9 $009D=9E $00DF=05 $00E0=D3 $00E1=B5 $0367=00 $036A=B8 $0371=00 $0375=00 $037E=00 $03CD=00 $0434=00 $0436=00 $0437=00 $043C=00 $04BF=00 $048B=00 $07A0=B8 $07B8=F0 | STACK [$01FE]=D0 [$01FF]=D0 [$0100]=00
f03594 #00021 PC=9F70 BYTES=D0 06 BD AB 9F 4C | A=01 X=01 Y=01 S=FD P=24 | $001A=01 $0036=C8 $0037=C9 $0067=15 $007C=00 $0086=00 $0087=0A $008A=08 $0096=29 $0097=2E $0098=19 $009B=1C $009C=D9 $009D=9E $00DF=05 $00E0=D3 $00E1=B5 $0367=00 $036A=B8 $0371=00 $0375=00 $037E=00 $03CD=00 $0434=00 $0436=00 $0437=00 $043C=00 $04BF=00 $048B=00 $07A0=B8 $07B8=F0 | STACK [$01FE]=D0 [$01FF]=D0 [$0100]=00
f03594 #00022 PC=9F78 BYTES=BD C3 9F 9D A0 07 | A=01 X=01 Y=01 S=FD P=24 | $001A=01 $0036=C8 $0037=C9 $0067=15 $007C=00 $0086=00 $0087=0A $008A=08 $0096=29 $0097=2E $0098=19 $009B=1C $009C=D9 $009D=9E $00DF=05 $00E0=D3 $00E1=B5 $0367=00 $036A=B8 $0371=00 $0375=00 $037E=00 $03CD=00 $0434=00 $0436=00 $0437=00 $043C=00 $04BF=00 $048B=00 $07A0=B8 $07B8=F0 | STACK [$01FE]=D0 [$01FF]=D0 [$0100]=00
f03594 #00023 PC=9F7B BYTES=9D A0 07 E8 E0 18 | A=4C X=01 Y=01 S=FD P=24 | $001A=01 $0036=C8 $0037=C9 $0067=15 $007C=00 $0086=00 $0087=0A $008A=08 $0096=29 $0097=2E $0098=19 $009B=1C $009C=D9 $009D=9E $00DF=05 $00E0=D3 $00E1=B5 $0367=00 $036A=B8 $0371=00 $0375=00 $037E=00 $03CD=00 $0434=00 $0436=00 $0437=00 $043C=00 $04BF=00 $048B=00 $07A0=B8 $07B8=F0 | STACK [$01FE]=D0 [$01FF]=D0 [$0100]=00
f03594 #00024 PC=9F7E BYTES=E8 E0 18 D0 EA AD | A=4C X=01 Y=01 S=FD P=24 | $001A=01 $0036=C8 $0037=C9 $0067=15 $007C=00 $0086=00 $0087=0A $008A=08 $0096=29 $0097=2E $0098=19 $009B=1C $009C=D9 $009D=9E $00DF=05 $00E0=D3 $00E1=B5 $0367=00 $036A=B8 $0371=00 $0375=00 $037E=00 $03CD=00 $0434=00 $0436=00 $0437=00 $043C=00 $04BF=00 $048B=00 $07A0=B8 $07B8=F0 | STACK [$01FE]=D0 [$01FF]=D0 [$0100]=00
f03594 #00025 PC=9F7F BYTES=E0 18 D0 EA AD 6A | A=4C X=02 Y=01 S=FD P=24 | $001A=01 $0036=C8 $0037=C9 $0067=15 $007C=00 $0086=00 $0087=0A $008A=08 $0096=29 $0097=2E $0098=19 $009B=1C $009C=D9 $009D=9E $00DF=05 $00E0=D3 $00E1=B5 $0367=00 $036A=B8 $0371=00 $0375=00 $037E=00 $03CD=00 $0434=00 $0436=00 $0437=00 $043C=00 $04BF=00 $048B=00 $07A0=B8 $07B8=F0 | STACK [$01FE]=D0 [$01FF]=D0 [$0100]=00
