type,frame,pc,input,DF,E0,E1,DF_bit0,DF_low2,DF_low3,E0_shift4_low3,rng_calls,rng_gap,max_rng_gap,0428,042D,048B,queue_slot,queue_addr,queue_value,c726_total,b14f_total,b14f_snapshot
C726,1389,C726,-,DB,4B,3A,1,3,3,4,1,1,2,00,00,00,C726,,,233,0,
C726,1389,C726,-,DB,4B,3A,1,3,3,4,1,1,2,00,00,00,C726,,,234,0,
OBJECT,1389,C6FA,-,DB,4B,3A,1,3,3,4,1,1,2,00,00,00,57,$0239,26,234,0,
OBJECT,1389,C6FA,-,DB,4B,3A,1,3,3,4,1,1,2,00,00,00,58,$023A,5E,234,0,
OBJECT,1389,C6FA,-,DB,4B,3A,1,3,3,4,1,1,2,00,00,00,59,$023B,01,234,0,
OBJECT,1389,C6FA,-,DB,4B,3A,1,3,3,4,1,1,2,00,00,00,60,$023C,4B,234,0,
OBJECT,1389,C6FA,-,DB,4B,3A,1,3,3,4,1,1,2,00,00,00,61,$023D,48,234,0,
OBJECT,1389,C6FA,-,DB,4B,3A,1,3,3,4,1,1,2,00,00,00,62,$023E,46,234,0,
FRAME,1389,C6FA,-,DB,4B,3A,1,3,3,4,1,1,2,00,00,00,,,,,234,0,
C726,1390,C726,-,DB,4B,3A,1,3,3,4,0,1,2,00,00,00,C726,,,235,0,
OBJECT,1390,C74E,-,DB,4B,3A,1,3,3,4,0,1,2,00,00,00,63,$023F,09,235,0,
FRAME,1390,C74E,-,DB,4B,3A,1,3,3,4,0,1,2,00,00,00,,,,,235,0,
RNG,1391,C535,-,DB,4B,3A,1,3,3,4,1,2,2,00,00,00,C535,,,235,0,
FRAME,1391,C74C,-,63,5B,3B,1,3,3,5,1,2,2,00,00,00,,,,,235,0,
RNG,1392,C535,-,63,5B,3B,1,3,3,5,1,1,2,00,00,00,C535,,,235,0,
FRAME,1392,C74C,-,49,F8,3C,1,1,1,7,1,1,2,00,00,00,,,,,235,0,
RNG,1393,C535,-,49,F8,3C,1,1,1,7,1,1,2,00,00,00,C535,,,235,0,
C726,1393,C726,-,D1,C3,3D,1,1,1,4,1,1,2,00,00,00,C726,,,236,0,
C726,1393,C726,-,D1,C3,3D,1,1,1,4,1,1,2,00,00,00,C726,,,237,0,
C726,1393,C726,-,D1,C3,3D,1,1,1,4,1,1,2,00,00,00,C726,,,238,0,
C726,1393,C726,-,D1,C3,3D,1,1,1,4,1,1,2,00,00,00,C726,,,239,0,
OBJECT,1393,E62C,-,D1,C3,3D,1,1,1,4,1,1,2,00,00,00,0,$0200,26,239,0,
OBJECT,1393,E62C,-,D1,C3,3D,1,1,1,4,1,1,2,00,00,00,1,$0201,5E,239,0,
OBJECT,1393,E62C,-,D1,C3,3D,1,1,1,4,1,1,2,00,00,00,2,$0202,01,239,0,
OBJECT,1393,E62C,-,D1,C3,3D,1,1,1,4,1,1,2,00,00,00,3,$0203,4B,239,0,
FRAME,1393,E62C,-,D1,C3,3D,1,1,1,4,1,1,2,00,00,00,,,,,239,0,
RNG,1394,C535,-,D1,C3,3D,1,1,1,4,1,1,2,00,00,00,C535,,,239,0,
C726,1394,C726,-,B7,CA,3E,1,3,7,4,1,1,2,00,00,00,C726,,,240,0,
C726,1394,C726,-,B7,CA,3E,1,3,7,4,1,1,2,00,00,00,C726,,,241,0,
C726,1394,C726,-,B7,CA,3E,1,3,7,4,1,1,2,00,00,00,C726,,,242,0,
OBJECT,1394,C74C,-,B7,CA,3E,1,3,7,4,1,1,2,00,00,00,4,$0204,48,242,0,
OBJECT,1394,C74C,-,B7,CA,3E,1,3,7,4,1,1,2,00,00,00,5,$0205,46,242,0,
OBJECT,1394,C74C,-,B7,CA,3E,1,3,7,4,1,1,2,00,00,00,6,$0206,09,242,0,
FRAME,1394,C74C,-,B7,CA,3E,1,3,7,4,1,1,2,00,00,00,,,,,242,0,
RNG,1395,C535,-,B7,CA,3E,1,3,7,4,1,1,2,00,00,00,C535,,,242,0,
FRAME,1395,C74C,-,3F,B2,3F,1,3,7,3,1,1,2,00,00,00,,,,,242,0,
RNG,1396,C535,-,3F,B2,3F,1,3,7,3,1,1,2,00,00,00,C535,,,242,0,
FRAME,1396,C74C,-,DC,9A,40,0,0,4,1,1,1,2,00,00,00,,,,,242,0,
RNG,1397,C535,-,DC,9A,40,0,0,4,1,1,1,2,00,00,00,C535,,,242,0,
C726,1397,C726,-,21,82,41,1,1,1,0,1,1,2,00,00,00,C726,,,243,0,
OBJECT,1397,D0CE,-,21,82,41,1,1,1,0,1,1,2,00,00,00,7,$0207,26,243,0,
FRAME,1397,D0CE,-,21,82,41,1,1,1,0,1,1,2,00,00,00,,,,,243,0,
RNG,1398,C535,-,21,82,41,1,1,1,0,1,1,2,00,00,00,C535,,,243,0,
C726,1398,C726,-,24,6A,42,0,0,4,6,1,1,2,00,00,00,C726,,,244,0,
C726,1398,C726,-,24,6A,42,0,0,4,6,1,1,2,00,00,00,C726,,,245,0,
C726,1398,C726,-,24,6A,42,0,0,4,6,1,1,2,00,00,00,C726,,,246,0,
C726,1398,C726,-,24,6A,42,0,0,4,6,1,1,2,00,00,00,C726,,,247,0,
C726,1398,C726,-,24,6A,42,0,0,4,6,1,1,2,00,00,00,C726,,,248,0,
C726,1398,C726,-,24,6A,42,0,0,4,6,1,1,2,00,00,00,C726,,,249,0,
OBJECT,1398,C74A,-,24,6A,42,0,0,4,6,1,1,2,00,00,00,8,$0208,5E,249,0,
OBJECT,1398,C74A,-,24,6A,42,0,0,4,6,1,1,2,00,00,00,9,$0209,01,249,0,
OBJECT,1398,C74A,-,24,6A,42,0,0,4,6,1,1,2,00,00,00,10,$020A,4B,249,0,
OBJECT,1398,C74A,-,24,6A,42,0,0,4,6,1,1,2,00,00,00,11,$020B,48,249,0,
OBJECT,1398,C74A,-,24,6A,42,0,0,4,6,1,1,2,00,00,00,12,$020C,46,249,0,
OBJECT,1398,C74A,-,24,6A,42,0,0,4,6,1,1,2,00,00,00,13,$020D,09,249,0,
FRAME,1398,C74A,-,24,6A,42,0,0,4,6,1,1,2,00,00,00,,,,,249,0,
RNG,1399,C535,-,24,6A,42,0,0,4,6,1,1,2,00,00,00,C535,,,249,0,
FRAME,1399,C74C,-,CD,4A,43,1,1,5,4,1,1,2,00,00,00,,,,,249,0,
RNG,1400,C535,-,CD,4A,43,1,1,5,4,1,1,2,00,00,00,C535,,,249,0,
FRAME,1400,C74C,-,CD,62,44,1,1,5,6,1,1,2,00,00,00,,,,,249,0,
RNG,1401,C535,-,CD,62,44,1,1,5,6,1,1,2,00,00,00,C535,,,249,0,
C726,1401,C726,-,62,32,45,0,2,2,3,1,1,2,00,00,00,C726,,,250,0,
OBJECT,1401,E065,-,62,32,45,0,2,2,3,1,1,2,00,00,00,14,$020E,26,250,0,
FRAME,1401,E065,-,62,32,45,0,2,2,3,1,1,2,00,00,00,,,,,250,0,
RNG,1402,C535,-,62,32,45,0,2,2,3,1,1,2,00,00,00,C535,,,250,0,
C726,1402,C726,-,1D,21,46,1,1,5,2,1,1,2,00,00,00,C726,,,251,0,
C726,1402,C726,-,1D,21,46,1,1,5,2,1,1,2,00,00,00,C726,,,252,0,
C726,1402,C726,-,1D,21,46,1,1,5,2,1,1,2,00,00,00,C726,,,253,0,
C726,1402,C726,-,1D,21,46,1,1,5,2,1,1,2,00,00,00,C726,,,254,0,
C726,1402,C726,-,1D,21,46,1,1,5,2,1,1,2,00,00,00,C726,,,255,0,
C726,1402,C726,-,1D,21,46,1,1,5,2,1,1,2,00,00,00,C726,,,256,0,
OBJECT,1402,C74C,-,1D,21,46,1,1,5,2,1,1,2,00,00,00,15,$020F,5E,256,0,
OBJECT,1402,C74C,-,1D,21,46,1,1,5,2,1,1,2,00,00,00,16,$0210,01,256,0,
OBJECT,1402,C74C,-,1D,21,46,1,1,5,2,1,1,2,00,00,00,17,$0211,4B,256,0,
OBJECT,1402,C74C,-,1D,21,46,1,1,5,2,1,1,2,00,00,00,18,$0212,48,256,0,
OBJECT,1402,C74C,-,1D,21,46,1,1,5,2,1,1,2,00,00,00,19,$0213,46,256,0,
OBJECT,1402,C74C,-,1D,21,46,1,1,5,2,1,1,2,00,00,00,20,$0214,09,256,0,
FRAME,1402,C74C,-,1D,21,46,1,1,5,2,1,1,2,00,00,00,,,,,256,0,
RNG,1403,C535,-,1D,21,46,1,1,5,2,1,1,2,00,00,00,C535,,,256,0,
FRAME,1403,C74E,-,C2,0F,47,0,2,2,0,1,1,2,00,00,00,,,,,256,0,
RNG,1404,C535,-,C2,0F,47,0,2,2,0,1,1,2,00,00,00,C535,,,256,0,
FRAME,1404,C74A,-,4B,06,48,1,3,3,0,1,1,2,00,00,00,,,,,256,0,
RNG,1405,C535,-,4B,06,48,1,3,3,0,1,1,2,00,00,00,C535,,,256,0,
C726,1405,C726,-,63,09,49,1,3,3,0,1,1,2,00,00,00,C726,,,257,0,
OBJECT,1405,E01F,-,63,09,49,1,3,3,0,1,1,2,00,00,00,21,$0215,26,257,0,
FRAME,1405,E01F,-,63,09,49,1,3,3,0,1,1,2,00,00,00,,,,,257,0,
RNG,1406,C535,-,63,09,49,1,3,3,0,1,1,2,00,00,00,C535,,,257,0,
C726,1406,C726,-,CC,B2,4A,0,0,4,3,1,1,2,00,00,00,C726,,,258,0,
C726,1406,C726,-,CC,B2,4A,0,0,4,3,1,1,2,00,00,00,C726,,,259,0,
C726,1406,C726,-,CC,B2,4A,0,0,4,3,1,1,2,00,00,00,C726,,,260,0,
C726,1406,C726,-,CC,B2,4A,0,0,4,3,1,1,2,00,00,00,C726,,,261,0,
C726,1406,C726,-,CC,B2,4A,0,0,4,3,1,1,2,00,00,00,C726,,,262,0,
C726,1406,C726,-,CC,B2,4A,0,0,4,3,1,1,2,00,00,00,C726,,,263,0,
OBJECT,1406,C74C,-,CC,B2,4A,0,0,4,3,1,1,2,00,00,00,22,$0216,5E,263,0,
OBJECT,1406,C74C,-,CC,B2,4A,0,0,4,3,1,1,2,00,00,00,23,$0217,01,263,0,
OBJECT,1406,C74C,-,CC,B2,4A,0,0,4,3,1,1,2,00,00,00,24,$0218,4B,263,0,
OBJECT,1406,C74C,-,CC,B2,4A,0,0,4,3,1,1,2,00,00,00,25,$0219,48,263,0,
OBJECT,1406,C74C,-,CC,B2,4A,0,0,4,3,1,1,2,00,00,00,26,$021A,46,263,0,
OBJECT,1406,C74C,-,CC,B2,4A,0,0,4,3,1,1,2,00,00,00,27,$021B,09,263,0,
FRAME,1406,C74C,-,CC,B2,4A,0,0,4,3,1,1,2,00,00,00,,,,,263,0,
RNG,1407,C535,-,CC,B2,4A,0,0,4,3,1,1,2,00,00,00,C535,,,263,0,
FRAME,1407,C74C,-,DC,E2,4B,0,0,4,6,1,1,2,00,00,00,,,,,263,0,
RNG,1408,C535,-,DC,E2,4B,0,0,4,6,1,1,2,00,00,00,C535,,,263,0,
FRAME,1408,C74C,-,FC,6F,4C,0,0,4,6,1,1,2,00,00,00,,,,,263,0,
RNG,1409,C535,-,FC,6F,4C,0,0,4,6,1,1,2,00,00,00,C535,,,263,0,
FRAME,1409,C74E,-,22,AF,4D,0,2,2,2,1,1,2,00,00,00,,,,,263,0,
RNG,1410,C535,-,22,AF,4D,0,2,2,2,1,1,2,00,00,00,C535,,,263,0,
C726,1410,C726,-,E9,B5,4E,1,1,1,3,1,1,2,00,00,00,C726,,,264,0,
C726,1410,C726,-,E9,B5,4E,1,1,1,3,1,1,2,00,00,00,C726,,,265,0,
C726,1410,C726,-,E9,B5,4E,1,1,1,3,1,1,2,00,00,00,C726,,,266,0,
C726,1410,C726,-,E9,B5,4E,1,1,1,3,1,1,2,00,00,00,C726,,,267,0,
C726,1410,C726,-,E9,B5,4E,1,1,1,3,1,1,2,00,00,00,C726,,,268,0,
C726,1410,C726,-,E9,B5,4E,1,1,1,3,1,1,2,00,00,00,C726,,,269,0,
C726,1410,C726,-,E9,B5,4E,1,1,1,3,1,1,2,00,00,00,C726,,,270,0,
OBJECT,1410,C74A,-,E9,B5,4E,1,1,1,3,1,1,2,00,00,00,28,$021C,26,270,0,
OBJECT,1410,C74A,-,E9,B5,4E,1,1,1,3,1,1,2,00,00,00,29,$021D,5E,270,0,
OBJECT,1410,C74A,-,E9,B5,4E,1,1,1,3,1,1,2,00,00,00,30,$021E,01,270,0,
OBJECT,1410,C74A,-,E9,B5,4E,1,1,1,3,1,1,2,00,00,00,31,$021F,4B,270,0,
OBJECT,1410,C74A,-,E9,B5,4E,1,1,1,3,1,1,2,00,00,00,32,$0220,48,270,0,
OBJECT,1410,C74A,-,E9,B5,4E,1,1,1,3,1,1,2,00,00,00,33,$0221,46,270,0,
OBJECT,1410,C74A,-,E9,B5,4E,1,1,1,3,1,1,2,00,00,00,34,$0222,09,270,0,
FRAME,1410,C74A,-,E9,B5,4E,1,1,1,3,1,1,2,00,00,00,,,,,270,0,
RNG,1411,C535,-,E9,B5,4E,1,1,1,3,1,1,2,00,00,00,C535,,,270,0,
FRAME,1411,C74A,-,8D,62,4F,1,1,5,6,1,1,2,00,00,00,,,,,270,0,
RNG,1412,C535,-,8D,62,4F,1,1,5,6,1,1,2,00,00,00,C535,,,270,0,
FRAME,1412,C74A,-,17,59,50,1,3,7,5,1,1,2,00,00,00,,,,,270,0,
RNG,1413,C535,-,17,59,50,1,3,7,5,1,1,2,00,00,00,C535,,,270,0,
FRAME,1413,C74A,-,DF,5C,51,1,3,7,5,1,1,2,00,00,00,,,,,270,0,
RNG,1414,C535,-,DF,5C,51,1,3,7,5,1,1,2,00,00,00,C535,,,270,0,
C726,1414,C726,-,A7,25,52,1,3,7,2,1,1,2,00,00,00,C726,,,271,0,
C726,1414,C726,-,A7,25,52,1,3,7,2,1,1,2,00,00,00,C726,,,272,0,
C726,1414,C726,-,A7,25,52,1,3,7,2,1,1,2,00,00,00,C726,,,273,0,
OBJECT,1414,CCB6,-,A7,25,52,1,3,7,2,1,1,2,00,00,00,35,$0223,26,273,0,
OBJECT,1414,CCB6,-,A7,25,52,1,3,7,2,1,1,2,00,00,00,36,$0224,5E,273,0,
OBJECT,1414,CCB6,-,A7,25,52,1,3,7,2,1,1,2,00,00,00,37,$0225,01,273,0,
FRAME,1414,CCB6,-,A7,25,52,1,3,7,2,1,1,2,00,00,00,,,,,273,0,
RNG,1415,C535,-,A7,25,52,1,3,7,2,1,1,2,00,00,00,C535,,,273,0,
C726,1415,C726,-,6F,27,53,1,3,7,2,1,1,2,00,00,00,C726,,,274,0,
C726,1415,C726,-,6F,27,53,1,3,7,2,1,1,2,00,00,00,C726,,,275,0,
C726,1415,C726,-,6F,27,53,1,3,7,2,1,1,2,00,00,00,C726,,,276,0,
C726,1415,C726,-,6F,27,53,1,3,7,2,1,1,2,00,00,00,C726,,,277,0,
OBJECT,1415,C74C,-,6F,27,53,1,3,7,2,1,1,2,00,00,00,38,$0226,4B,277,0,
OBJECT,1415,C74C,-,6F,27,53,1,3,7,2,1,1,2,00,00,00,39,$0227,48,277,0,
OBJECT,1415,C74C,-,6F,27,53,1,3,7,2,1,1,2,00,00,00,40,$0228,46,277,0,
OBJECT,1415,C74C,-,6F,27,53,1,3,7,2,1,1,2,00,00,00,41,$0229,09,277,0,
FRAME,1415,C74C,-,6F,27,53,1,3,7,2,1,1,2,00,00,00,,,,,277,0,
RNG,1416,C535,-,6F,27,53,1,3,7,2,1,1,2,00,00,00,C535,,,277,0,
FRAME,1416,C74C,-,37,F7,54,1,3,7,7,1,1,2,00,00,00,,,,,277,0,
RNG,1417,C535,-,37,F7,54,1,3,7,7,1,1,2,00,00,00,C535,,,277,0,
FRAME,1417,C74A,-,DD,0A,55,1,1,5,0,1,1,2,00,00,00,,,,,277,0,
RNG,1418,C535,-,DD,0A,55,1,1,5,0,1,1,2,00,00,00,C535,,,277,0,
C726,1418,C726,-,66,2A,56,0,2,6,2,1,1,2,00,00,00,C726,,,278,0,
C726,1418,C726,-,66,2A,56,0,2,6,2,1,1,2,00,00,00,C726,,,279,0,
OBJECT,1418,FEE0,-,66,2A,56,0,2,6,2,1,1,2,00,00,00,42,$022A,26,279,0,
OBJECT,1418,FEE0,-,66,2A,56,0,2,6,2,1,1,2,00,00,00,43,$022B,5E,279,0,
FRAME,1418,FEE0,-,66,2A,56,0,2,6,2,1,1,2,00,00,00,,,,,279,0,
RNG,1419,C535,-,66,2A,56,0,2,6,2,1,1,2,00,00,00,C535,,,279,0,
C726,1419,C726,-,4E,A7,57,0,2,6,2,1,1,2,00,00,00,C726,,,280,0,
C726,1419,C726,-,4E,A7,57,0,2,6,2,1,1,2,00,00,00,C726,,,281,0,
C726,1419,C726,-,4E,A7,57,0,2,6,2,1,1,2,00,00,00,C726,,,282,0,
C726,1419,C726,-,4E,A7,57,0,2,6,2,1,1,2,00,00,00,C726,,,283,0,
C726,1419,C726,-,4E,A7,57,0,2,6,2,1,1,2,00,00,00,C726,,,284,0,
OBJECT,1419,C74E,-,4E,A7,57,0,2,6,2,1,1,2,00,00,00,44,$022C,01,284,0,
OBJECT,1419,C74E,-,4E,A7,57,0,2,6,2,1,1,2,00,00,00,45,$022D,4B,284,0,
OBJECT,1419,C74E,-,4E,A7,57,0,2,6,2,1,1,2,00,00,00,46,$022E,48,284,0,
OBJECT,1419,C74E,-,4E,A7,57,0,2,6,2,1,1,2,00,00,00,47,$022F,46,284,0,
OBJECT,1419,C74E,-,4E,A7,57,0,2,6,2,1,1,2,00,00,00,48,$0230,09,284,0,
FRAME,1419,C74E,-,4E,A7,57,0,2,6,2,1,1,2,00,00,00,,,,,284,0,
RNG,1420,C535,-,4E,A7,57,0,2,6,2,1,1,2,00,00,00,C535,,,284,0,
FRAME,1420,C74E,-,2E,8B,58,0,2,6,0,1,1,2,00,00,00,,,,,284,0,
RNG,1421,C535,-,2E,8B,58,0,2,6,0,1,1,2,00,00,00,C535,,,284,0,
FRAME,1421,C74A,-,31,2D,59,1,1,1,2,1,1,2,00,00,00,,,,,284,0,
RNG,1422,C535,-,31,2D,59,1,1,1,2,1,1,2,00,00,00,C535,,,284,0,
C726,1422,C726,-,01,85,5A,1,1,1,0,1,1,2,00,00,00,C726,,,285,0,
OBJECT,1422,E05D,-,01,85,5A,1,1,1,0,1,1,2,00,00,00,49,$0231,26,285,0,
FRAME,1422,E05D,-,01,85,5A,1,1,1,0,1,1,2,00,00,00,,,,,285,0,
RNG,1423,C535,-,01,85,5A,1,1,1,0,1,1,2,00,00,00,C535,,,285,0,
C726,1423,C726,-,C8,A5,5B,0,0,0,2,1,1,2,00,00,00,C726,,,286,0,
C726,1423,C726,-,C8,A5,5B,0,0,0,2,1,1,2,00,00,00,C726,,,287,0,
C726,1423,C726,-,C8,A5,5B,0,0,0,2,1,1,2,00,00,00,C726,,,288,0,
C726,1423,C726,-,C8,A5,5B,0,0,0,2,1,1,2,00,00,00,C726,,,289,0,
C726,1423,C726,-,C8,A5,5B,0,0,0,2,1,1,2,00,00,00,C726,,,290,0,
OBJECT,1423,C74C,-,C8,A5,5B,0,0,0,2,1,1,2,00,00,00,50,$0232,5E,290,0,
OBJECT,1423,C74C,-,C8,A5,5B,0,0,0,2,1,1,2,00,00,00,51,$0233,01,290,0,
OBJECT,1423,C74C,-,C8,A5,5B,0,0,0,2,1,1,2,00,00,00,52,$0234,4B,290,0,
OBJECT,1423,C74C,-,C8,A5,5B,0,0,0,2,1,1,2,00,00,00,53,$0235,46,290,0,
OBJECT,1423,C74C,-,C8,A5,5B,0,0,0,2,1,1,2,00,00,00,54,$0236,09,290,0,
FRAME,1423,C74C,-,C8,A5,5B,0,0,0,2,1,1,2,00,00,00,,,,,290,0,
RNG,1424,C535,-,C8,A5,5B,0,0,0,2,1,1,2,00,00,00,C535,,,290,0,
FRAME,1424,C74C,-,28,C3,5C,0,0,0,4,1,1,2,00,00,00,,,,,290,0,
RNG,1425,C535,-,28,C3,5C,0,0,0,4,1,1,2,00,00,00,C535,,,290,0,
FRAME,1425,C74C,-,CA,A5,5D,0,2,2,2,1,1,2,00,00,00,,,,,290,0,
RNG,1426,C535,-,CA,A5,5D,0,2,2,2,1,1,2,00,00,00,C535,,,290,0,
FRAME,1426,C74E,-,CA,F1,5E,0,2,2,7,1,1,2,00,00,00,,,,,290,0,
RNG,1427,C535,-,CA,F1,5E,0,2,2,7,1,1,2,00,00,00,C535,,,290,0,
C726,1427,C726,-,67,B5,5F,1,3,7,3,1,1,2,00,00,00,C726,,,291,0,
C726,1427,C726,-,67,B5,5F,1,3,7,3,1,1,2,00,00,00,C726,,,292,0,
C726,1427,C726,-,67,B5,5F,1,3,7,3,1,1,2,00,00,00,C726,,,293,0,
C726,1427,C726,-,67,B5,5F,1,3,7,3,1,1,2,00,00,00,C726,,,294,0,
C726,1427,C726,-,67,B5,5F,1,3,7,3,1,1,2,00,00,00,C726,,,295,0,
C726,1427,C726,-,67,B5,5F,1,3,7,3,1,1,2,00,00,00,C726,,,296,0,
OBJECT,1427,C74A,-,67,B5,5F,1,3,7,3,1,1,2,00,00,00,55,$0237,26,296,0,
OBJECT,1427,C74A,-,67,B5,5F,1,3,7,3,1,1,2,00,00,00,56,$0238,5E,296,0,
OBJECT,1427,C74A,-,67,B5,5F,1,3,7,3,1,1,2,00,00,00,57,$0239,01,296,0,
OBJECT,1427,C74A,-,67,B5,5F,1,3,7,3,1,1,2,00,00,00,58,$023A,4B,296,0,
OBJECT,1427,C74A,-,67,B5,5F,1,3,7,3,1,1,2,00,00,00,59,$023B,46,296,0,
OBJECT,1427,C74A,-,67,B5,5F,1,3,7,3,1,1,2,00,00,00,60,$023C,09,296,0,
FRAME,1427,C74A,-,67,B5,5F,1,3,7,3,1,1,2,00,00,00,,,,,296,0,
RNG,1428,C535,-,67,B5,5F,1,3,7,3,1,1,2,00,00,00,C535,,,296,0,
FRAME,1428,C74C,-,19,4A,60,1,1,1,4,1,1,2,00,00,00,,,,,296,0,
RNG,1429,C535,-,19,4A,60,1,1,1,4,1,1,2,00,00,00,C535,,,296,0,
FRAME,1429,C74C,-,20,76,61,0,0,0,7,1,1,2,00,00,00,,,,,296,0,
RNG,1430,C535,-,20,76,61,0,0,0,7,1,1,2,00,00,00,C535,,,296,0,
FRAME,1430,C74C,-,08,4E,62,0,0,0,4,1,1,2,00,00,00,,,,,296,0,
RNG,1431,C535,-,08,4E,62,0,0,0,4,1,1,2,00,00,00,C535,,,296,0,
C726,1431,C726,-,F0,4D,63,0,0,0,4,1,1,2,00,00,00,C726,,,297,0,
C726,1431,C726,-,F0,4D,63,0,0,0,4,1,1,2,00,00,00,C726,,,298,0,
C726,1431,C726,-,F0,4D,63,0,0,0,4,1,1,2,00,00,00,C726,,,299,0,
C726,1431,C726,-,F0,4D,63,0,0,0,4,1,1,2,00,00,00,C726,,,300,0,
C726,1431,C726,-,F0,4D,63,0,0,0,4,1,1,2,00,00,00,C726,,,301,0,
C726,1431,C726,-,F0,4D,63,0,0,0,4,1,1,2,00,00,00,C726,,,302,0,
C726,1431,C726,-,F0,4D,63,0,0,0,4,1,1,2,00,00,00,C726,,,303,0,
OBJECT,1431,C74A,-,F0,4D,63,0,0,0,4,1,1,2,00,00,00,0,$0200,4B,303,0,
OBJECT,1431,C74A,-,F0,4D,63,0,0,0,4,1,1,2,00,00,00,1,$0201,48,303,0,
OBJECT,1431,C74A,-,F0,4D,63,0,0,0,4,1,1,2,00,00,00,2,$0202,46,303,0,
OBJECT,1431,C74A,-,F0,4D,63,0,0,0,4,1,1,2,00,00,00,3,$0203,09,303,0,
OBJECT,1431,C74A,-,F0,4D,63,0,0,0,4,1,1,2,00,00,00,61,$023D,26,303,0,
OBJECT,1431,C74A,-,F0,4D,63,0,0,0,4,1,1,2,00,00,00,62,$023E,5E,303,0,
OBJECT,1431,C74A,-,F0,4D,63,0,0,0,4,1,1,2,00,00,00,63,$023F,01,303,0,
FRAME,1431,C74A,-,F0,4D,63,0,0,0,4,1,1,2,00,00,00,,,,,303,0,
RNG,1432,C535,-,F0,4D,63,0,0,0,4,1,1,2,00,00,00,C535,,,303,0,
FRAME,1432,C74E,-,D8,3D,64,0,0,0,3,1,1,2,00,00,00,,,,,303,0,
RNG,1433,C535,-,D8,3D,64,0,0,0,3,1,1,2,00,00,00,C535,,,303,0,
FRAME,1433,C74A,-,C0,40,65,0,0,0,4,1,1,2,00,00,00,,,,,303,0,
RNG,1434,C535,-,C0,40,65,0,0,0,4,1,1,2,00,00,00,C535,,,303,0,
FRAME,1434,C74C,-,A0,60,66,0,0,0,6,1,1,2,00,00,00,,,,,303,0,
RNG,1435,C535,-,A0,60,66,0,0,0,6,1,1,2,00,00,00,C535,,,303,0,
C726,1435,C726,-,B8,47,67,0,0,0,4,1,1,2,00,00,00,C726,,,304,0,
C726,1435,C726,-,B8,47,67,0,0,0,4,1,1,2,00,00,00,C726,,,305,0,
C726,1435,C726,-,B8,47,67,0,0,0,4,1,1,2,00,00,00,C726,,,306,0,
C726,1435,C726,-,B8,47,67,0,0,0,4,1,1,2,00,00,00,C726,,,307,0,
B14F,1435,B14F,-,B8,47,67,0,0,0,4,1,1,2,00,00,00,B14F,,,307,1,
OBJECT,1435,B174,-,B8,47,67,0,0,0,4,1,1,2,00,00,00,4,$0204,26,307,1,
OBJECT,1435,B174,-,B8,47,67,0,0,0,4,1,1,2,00,00,00,5,$0205,5E,307,1,
OBJECT,1435,B174,-,B8,47,67,0,0,0,4,1,1,2,00,00,00,6,$0206,01,307,1,
OBJECT,1435,B174,-,B8,47,67,0,0,0,4,1,1,2,00,00,00,7,$0207,4B,307,1,
FRAME,1435,B174,-,B8,47,67,0,0,0,4,1,1,2,00,00,00,,,,,307,1,
B14F_DATA,1435,B174,-,B8,47,67,0,0,0,4,1,1,2,00,00,00,,,,,307,1,F0 F0 F0 8E F0 F0 F0 8E F0 F0 F0 8E F0 F0 F0 8E F0 F0 F0 8E F0 F0 F0 8E F0 F0 F0 8E F0 F0 F0 8E
RNG,1436,C535,-,B8,47,67,0,0,0,4,1,1,2,00,00,00,C535,,,307,1,
C726,1436,C726,-,88,2A,68,0,0,0,2,1,1,2,00,00,00,C726,,,308,1,
C726,1436,C726,-,88,2A,68,0,0,0,2,1,1,2,00,00,00,C726,,,309,1,
C726,1436,C726,-,88,2A,68,0,0,0,2,1,1,2,00,00,00,C726,,,310,1,
OBJECT,1436,C74C,-,88,2A,68,0,0,0,2,1,1,2,00,00,00,8,$0208,48,310,1,
OBJECT,1436,C74C,-,88,2A,68,0,0,0,2,1,1,2,00,00,00,9,$0209,46,310,1,
OBJECT,1436,C74C,-,88,2A,68,0,0,0,2,1,1,2,00,00,00,10,$020A,09,310,1,
FRAME,1436,C74C,-,88,2A,68,0,0,0,2,1,1,2,00,00,00,,,,,310,1,
RNG,1437,C535,-,88,2A,68,0,0,0,2,1,1,2,00,00,00,C535,,,310,1,
FRAME,1437,C74E,-,7D,18,69,1,1,5,1,1,1,2,00,00,00,,,,,310,1,
RNG,1438,C535,-,7D,18,69,1,1,5,1,1,1,2,00,00,00,C535,,,310,1,
FRAME,1438,C74A,-,DD,0C,6A,1,1,5,0,1,1,2,00,00,00,,,,,310,1,
RNG,1439,C535,-,DD,0C,6A,1,1,5,0,1,1,2,00,00,00,C535,,,310,1,
C726,1439,C726,-,62,0F,6B,0,2,2,0,1,1,2,00,00,00,C726,,,311,1,
C726,1439,C726,-,62,0F,6B,0,2,2,0,1,1,2,00,00,00,C726,,,312,1,
OBJECT,1439,FEFB,-,62,0F,6B,0,2,2,0,1,1,2,00,00,00,11,$020B,26,312,1,
OBJECT,1439,FEFB,-,62,0F,6B,0,2,2,0,1,1,2,00,00,00,12,$020C,5E,312,1,
FRAME,1439,FEFB,-,62,0F,6B,0,2,2,0,1,1,2,00,00,00,,,,,312,1,
